trial,value1_median,value2_median,value1_3rd_quartile,value2_3rd_quartile,value1_1st_quartile,value2_1st_quartile,hider_choice,alpha,tau
108,0.7703575,0.2508415,0.8015129999999999,0.36690625,0.744511,0.2007545,1,0.2,0.4
109,0.8175935000000001,0.2508415,0.826302,0.36690625,0.7965145,0.2007545,1,0.2,0.4
110,0.841677,0.2508415,0.8725992499999999,0.36690625,0.8052779999999999,0.2007545,1,0.2,0.4
111,0.8588205,0.2508415,0.90918075,0.36690625,0.81366525,0.2007545,1,0.2,0.4
112,0.8738905,0.2508415,0.93525825,0.36690625,0.8216907500000001,0.2007545,0,0.2,0.4
113,0.7361875,0.2508415,0.783069,0.36690625,0.63014575,0.2007545,1,0.2,0.4
114,0.781369,0.2508415,0.80481975,0.36690625,0.75157,0.2007545,1,0.2,0.4
115,0.8235565,0.2508415,0.8306312499999999,0.36690625,0.80431175,0.2007545,1,0.2,0.4
116,0.8235565,0.2049685,0.8306312499999999,0.2460325,0.80431175,0.174865,1,0.2,0.4
117,0.8235565,0.150239,0.8306312499999999,0.21026075,0.80431175,0.14464074999999998,1,0.2,0.4
118,0.8436315,0.150239,0.8792635,0.21026075,0.81274025,0.14464074999999998,1,0.2,0.4
119,0.8436315,0.13328299999999998,0.8792635,0.2012045,0.81274025,0.106932,1,0.2,0.4
120,0.860323,0.13328299999999998,0.9139315,0.2012045,0.8208055000000001,0.106932,0,0.2,0.4
